video_path,label,split,snr_db,lux_estimate
Clapping/arducam_A_clapping_3_10.avi,5,train,-32.223936007903504,0.09013524651527405
Clapping/arducam_A_clapping_3_13.avi,5,all,-32.14368813860733,0.0916036069393158
Clapping/arducam_A_clapping_3_14.avi,5,train,-32.16205706638573,0.09117713570594788
Clapping/arducam_A_clapping_3_1.avi,5,train,-32.16601951080456,0.09127290546894073
Clapping/arducam_A_clapping_3_15.avi,5,all,-32.13078351957457,0.09157446771860123
Clapping/arducam_A_clapping_3_16.avi,5,train,-32.175249336040125,0.09124471992254257
Clapping/arducam_A_clapping_3_11.avi,5,train,-32.26527804821993,0.08969506621360779
Clapping/arducam_A_clapping_3_12.avi,5,train,-32.25949951580593,0.08981549739837646
Clapping/arducam_A_clapping_3_17.avi,5,train,-32.1554118181978,0.09136102348566055
Clapping/arducam_A_clapping_3_18.avi,5,train,-32.09884568377658,0.09176109731197357
Clapping/arducam_A_clapping_3_2.avi,5,train,-32.32818768087741,0.08897890150547028
Clapping/arducam_A_clapping_3_3.avi,5,all,-34.15238548602377,0.06445219367742538
Clapping/arducam_A_clapping_3_5.avi,5,train,-32.17794412005264,0.09098735451698303
Clapping/arducam_A_clapping_3_4.avi,5,train,-32.19843500538876,0.0906941369175911
Clapping/arducam_A_clapping_3_6.avi,5,train,-32.162043345826014,0.09127749502658844
Clapping/arducam_A_clapping_3_7.avi,5,train,-32.119943405452524,0.0919112041592598
Clapping/arducam_A_clapping_3_9.avi,5,train,-32.279757133552,0.08936095982789993
Clapping/arducam_A_clapping_3_8.avi,5,all,-32.51894967597828,0.08441112190485
Clapping/arducam_A_clapping_5_1.avi,5,train,-30.229161017763932,0.14233997464179993
Clapping/arducam_A_clapping_5_10.avi,5,train,-29.36241325023955,0.1842249482870102
Clapping/arducam_A_clapping_5_11.avi,5,train,-29.218504301139287,0.1891467273235321
Clapping/arducam_A_clapping_5_12.avi,5,all,-29.944615617262578,0.16632519662380219
Clapping/arducam_A_clapping_5_14.avi,5,train,-28.971040333266806,0.1952652484178543
Clapping/arducam_A_clapping_5_13.avi,5,all,-29.405274834253092,0.1854861080646515
Clapping/arducam_A_clapping_5_15.avi,5,train,-29.225720592907496,0.18640732765197754
Clapping/arducam_A_clapping_5_16.avi,5,train,-29.446096079690115,0.1763390153646469
Clapping/arducam_A_clapping_5_17.avi,5,val,-29.313751182385854,0.18362022936344147
Clapping/arducam_A_clapping_5_18.avi,5,train,-29.23604085382107,0.19034187495708466
Clapping/arducam_A_clapping_5_2.avi,5,all,-29.651705789136457,0.1647740602493286
Clapping/arducam_A_clapping_5_3.avi,5,all,-29.79064634868077,0.16014151275157928
Clapping/arducam_A_clapping_5_4.avi,5,all,-29.894053552831924,0.1557459980249405
Clapping/arducam_A_clapping_5_5.avi,5,all,-30.609457152230398,0.13232706487178802
Clapping/arducam_A_clapping_5_6.avi,5,train,-30.8429015321391,0.1275664120912552
Clapping/arducam_A_clapping_5_7.avi,5,val,-29.67678046859471,0.16953052580356598
Clapping/arducam_A_clapping_5_8.avi,5,train,-29.219021441643697,0.1886838972568512
Clapping/arducam_A_clapping_5_9.avi,5,all,-29.55023670618513,0.1762041300535202
Clapping/arducam_A_clapping_6_1.avi,5,train,-21.69588595365001,0.3221814036369324
Clapping/arducam_A_clapping_6_11.avi,5,train,-24.111706912517548,0.25533559918403625
Clapping/arducam_A_clapping_6_12.avi,5,all,-24.480012201629908,0.24500909447669983
Clapping/arducam_A_clapping_6_10.avi,5,all,-23.995829282608707,0.2583746314048767
Clapping/arducam_A_clapping_6_17.avi,5,train,-24.889427764075144,0.22812218964099884
Clapping/arducam_A_clapping_6_13.avi,5,all,-24.188193179465628,0.24366030097007751
Clapping/arducam_A_clapping_6_14.avi,5,train,-24.367367672709236,0.2463945597410202
Clapping/arducam_A_clapping_6_18.avi,5,val,-24.22696014421176,0.22335830330848694
Clapping/arducam_A_clapping_6_15.avi,5,train,-24.240938500241118,0.24937357008457184
Clapping/arducam_A_clapping_6_16.avi,5,train,-25.0832610214706,0.22506515681743622
Clapping/arducam_A_clapping_6_2.avi,5,train,-21.86132611972945,0.2971300482749939
Clapping/arducam_A_clapping_6_3.avi,5,train,-21.6282648061003,0.3059662878513336
Clapping/arducam_A_clapping_6_5.avi,5,train,-22.582931433405196,0.31551241874694824
Clapping/arducam_A_clapping_6_6.avi,5,train,-22.92070549146264,0.2943919897079468
Clapping/arducam_A_clapping_6_8.avi,5,train,-23.36080891745431,0.2814475893974304
Clapping/arducam_A_clapping_6_9.avi,5,train,-23.260506101556725,0.2822323739528656
Clapping/arducam_A_clapping_6_4.avi,5,all,-21.891158265726908,0.31883081793785095
Clapping/arducam_A_clapping_6_7.avi,5,all,-22.686816851298016,0.30303141474723816
Clapping/arducam_B_clapping_11_1.avi,5,train,-29.03363777058465,0.09203529357910156
Clapping/arducam_B_clapping_11_10.avi,5,train,-29.52257888358936,0.11243178695440292
Clapping/arducam_B_clapping_11_11.avi,5,train,-29.22553178483406,0.11713195592164993
Clapping/arducam_B_clapping_11_13.avi,5,val,-29.405829605755507,0.1232759952545166
Clapping/arducam_B_clapping_11_12.avi,5,train,-29.54812452197075,0.1113380715250969
Clapping/arducam_B_clapping_11_14.avi,5,train,-29.715947832977562,0.1081361323595047
Clapping/arducam_B_clapping_11_16.avi,5,train,-29.569620128188813,0.11036864668130875
Clapping/arducam_B_clapping_11_15.avi,5,all,-29.489950374164412,0.12048393487930298
Clapping/arducam_B_clapping_11_17.avi,5,train,-29.287435818562464,0.11503174901008606
Clapping/arducam_B_clapping_11_18.avi,5,train,-29.922718769681136,0.1066364124417305
Clapping/arducam_B_clapping_11_3.avi,5,train,-28.92048436298705,0.08885636180639267
Clapping/arducam_B_clapping_11_2.avi,5,train,-29.178567225472968,0.08727695047855377
Clapping/arducam_B_clapping_11_4.avi,5,train,-29.78101454283062,0.10903723537921906
Clapping/arducam_B_clapping_11_5.avi,5,train,-29.54707364950861,0.1123509407043457
Clapping/arducam_B_clapping_11_7.avi,5,train,-28.832847220557078,0.1253996342420578
Clapping/arducam_B_clapping_11_6.avi,5,all,-29.258059991144503,0.12064914405345917
Clapping/arducam_B_clapping_11_8.avi,5,train,-29.349235509123123,0.1158645823597908
Clapping/arducam_B_clapping_11_9.avi,5,all,-29.24975961446762,0.1167779192328453
Clapping/arducam_B_clapping_16_1.avi,5,train,-28.298658649478337,0.1740165501832962
Clapping/arducam_B_clapping_16_3.avi,5,train,-28.36938744192725,0.17281199991703033
Clapping/arducam_B_clapping_16_2.avi,5,train,-28.33608806660745,0.17228993773460388
Clapping/arducam_B_clapping_16_4.avi,5,all,-28.27877387404442,0.17891179025173187
Clapping/arducam_B_clapping_16_5.avi,5,all,-28.16458545289598,0.18388549983501434
Clapping/arducam_B_clapping_16_7.avi,5,train,-28.157120112861907,0.18735463917255402
Clapping/arducam_B_clapping_16_6.avi,5,train,-28.259019978278506,0.18141601979732513
Clapping/arducam_B_clapping_16_8.avi,5,train,-28.213313690253667,0.18300428986549377
Clapping/arducam_B_clapping_16_9.avi,5,all,-28.239712255042896,0.18239504098892212
Clapping/arducam_B_clapping_4_1.avi,5,train,-38.12247348042716,0.020587924867868423
Clapping/arducam_B_clapping_4_11.avi,5,train,-46.28689468952648,0.004086828324943781
Clapping/arducam_B_clapping_4_10.avi,5,all,-38.48749384545443,0.020178120583295822
Clapping/arducam_B_clapping_4_12.avi,5,all,-39.67118986939962,0.017682868987321854
Clapping/arducam_B_clapping_4_13.avi,5,all,-38.17376182790388,0.021587884053587914
Clapping/arducam_B_clapping_4_14.avi,5,train,-38.29119608465549,0.020565107464790344
Clapping/arducam_B_clapping_4_15.avi,5,train,-38.75018178370961,0.018702827394008636
Clapping/arducam_B_clapping_4_16.avi,5,train,-35.605681887618054,0.040352534502744675
Clapping/arducam_B_clapping_4_18.avi,5,train,-46.21779083150678,0.0033626588992774487
Clapping/arducam_B_clapping_4_17.avi,5,train,-46.59847204174314,0.0038586717564612627
Clapping/arducam_B_clapping_4_2.avi,5,train,-38.06589916348457,0.02117117866873741
Clapping/arducam_B_clapping_4_3.avi,5,train,-38.633525712149485,0.020149072632193565
Clapping/arducam_B_clapping_4_6.avi,5,train,-43.0034644476005,0.0044042388908565044
Clapping/arducam_B_clapping_4_5.avi,5,train,-43.75508211355294,0.0034957192838191986
Clapping/arducam_B_clapping_4_4.avi,5,train,-44.83569567663628,0.002626496134325862
Clapping/arducam_B_clapping_4_7.avi,5,train,-38.94443054284368,0.018385590985417366
Clapping/arducam_B_clapping_4_8.avi,5,val,-38.06871027559848,0.021628307178616524
Clapping/arducam_B_clapping_4_9.avi,5,val,-38.03085529052459,0.020978614687919617
Clapping/arducam_C_clapping_12_1.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_10.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_11.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_12.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_13.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_14.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_15.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_16.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_12_17.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_12_18.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_2.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_3.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_4.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_5.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_12_6.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_7.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_8.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_12_9.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_10.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_1.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_11.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_13_12.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_13.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_14.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_15.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_16.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_18.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_17.avi,5,val,inf,0.0
Clapping/arducam_C_clapping_13_2.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_4.avi,5,val,inf,0.0
Clapping/arducam_C_clapping_13_3.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_5.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_13_6.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_7.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_13_8.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_13_9.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_14_1.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_14_10.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_14_11.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_14_12.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_14_13.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_14_14.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_14_16.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_14_15.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_14_17.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_14_2.avi,5,val,inf,0.0
Clapping/arducam_C_clapping_14_18.avi,5,val,inf,0.0
Clapping/arducam_C_clapping_14_4.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_14_3.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_14_5.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_14_6.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_14_7.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_14_8.avi,5,val,inf,0.0
Clapping/arducam_C_clapping_14_9.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_1.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_10.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_11.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_15_12.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_13.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_14.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_15.avi,5,all,inf,0.0
Clapping/arducam_C_clapping_15_16.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_18.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_17.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_2.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_3.avi,5,val,inf,0.0
Clapping/arducam_C_clapping_15_4.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_5.avi,5,val,inf,0.0
Clapping/arducam_C_clapping_15_6.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_7.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_8.avi,5,train,inf,0.0
Clapping/arducam_C_clapping_15_9.avi,5,train,inf,0.0
Clapping/arducam_D_clapping_10_1.avi,5,train,-29.30567939002235,0.17749778926372528
Clapping/arducam_D_clapping_10_10.avi,5,all,-29.30040763305114,0.1763470470905304
Clapping/arducam_D_clapping_10_11.avi,5,val,-29.74753573536873,0.15838591754436493
Clapping/arducam_D_clapping_10_12.avi,5,train,-29.27688064319747,0.1793406754732132
Clapping/arducam_D_clapping_10_13.avi,5,train,-29.308603475759696,0.1781102567911148
Clapping/arducam_D_clapping_10_14.avi,5,train,-29.359371662139893,0.1767110675573349
Clapping/arducam_D_clapping_10_15.avi,5,train,-29.534790494612285,0.16869981586933136
Clapping/arducam_D_clapping_10_16.avi,5,train,-29.238702654838562,0.1807607263326645
Clapping/arducam_D_clapping_10_17.avi,5,train,-29.374125727585383,0.1756666749715805
Clapping/arducam_D_clapping_10_18.avi,5,train,-29.390355753047125,0.1746232658624649
Clapping/arducam_D_clapping_10_2.avi,5,train,-29.23932726894106,0.17925402522087097
Clapping/arducam_D_clapping_10_4.avi,5,train,-29.300364696227753,0.1783825159072876
Clapping/arducam_D_clapping_10_3.avi,5,train,-29.298772662878036,0.17395088076591492
Clapping/arducam_D_clapping_10_5.avi,5,all,-29.46381402867181,0.16705287992954254
Clapping/arducam_D_clapping_10_6.avi,5,train,-29.27642332656043,0.17921079695224762
Clapping/arducam_D_clapping_10_7.avi,5,train,-29.308566791670664,0.17849168181419373
Clapping/arducam_D_clapping_10_8.avi,5,train,-29.26019657935415,0.17851878702640533
Clapping/arducam_D_clapping_10_9.avi,5,train,-29.329624872292037,0.17523178458213806
Clapping/arducam_D_clapping_7_1.avi,5,train,-19.732717381114455,0.6456665396690369
Clapping/arducam_D_clapping_7_10.avi,5,val,-22.833334569420135,0.42837005853652954
Clapping/arducam_D_clapping_7_11.avi,5,train,-23.483146575459262,0.4091299772262573
Clapping/arducam_D_clapping_7_12.avi,5,train,-23.99629867828644,0.40148457884788513
Clapping/arducam_D_clapping_7_13.avi,5,train,-24.285323470830917,0.37093085050582886
